1717	1
6630	2
7318	3
7209	4
62	5
269	6
102	7
313	8
62	9
7374	10
62	11
8357	12
8190	13
2408	14
908	15
3678	16
11256	17
7598	18
10666	19
12235	20
12789	21
12924	22
12232	23
12919	24
12937	25
12234	26
8181	27
8180	28
12259	29
10671	30
12928	31
12936	32
12960	33
11251	34
12244	35
12954	36
8170	37
7600	38
12940	39
12226	40
11255	41
225	42
8307	43
12963	44
8356	45
8182	46
12965	47
12790	48
12791	49
12961	50
1532	51
5395	52
11254	53
12998	54
3762	55
11275	56
12959	57
8184	58
1533	59
12248	60
5395	61
12223	62
10365	63
1612	64
3254	65
1815	66
12601	67
31	68
31	69
31	70
31	71
31	72
31	73
31	74
31	75
31	76
31	77
31	78
31	79
31	80
31	81
31	82
31	83
31	84
31	85
31	86
31	87
31	88
31	89
31	90
31	91
31	92
31	93
31	94
31	95
31	96
31	97
31	98
31	99
31	100
31	101
31	102
31	103
31	104
3560	105
31	106
2880	107
146	108
280	109
147	110
24	111
934	112
17	113
766	114
800	115
627	116
285	117
966	118
17	119
3213	120
12355	121
9372	122
12313	123
4065	124
7028	125
11765	126
9	127
12944	128
7599	129
6293	130
7564	131
12539	132
181	133
1425	134
847	135
5771	136
548	137
10687	138
3356	139
10265	140
7281	141
9241	142
6798	143
10264	144
7193	145
8497	146
9730	147
9731	148
9733	149
5400	150
6967	151
9734	152
9739	153
9736	154
9738	155
9737	156
9735	157
9732	158
4372	159
4373	160
6969	161
9745	162
9746	163
9747	164
3187	165
9744	166
2221	167
12262	168
1179	169
1128	170
389	171
10	172
17	173
38	174
28	175
553	176
422	177
580	178
422	179
422	180
1725	181
469	182
157	183
652	184
354	185
953	186
182	187
409	188
70	189
127	190
70	191
462	192
27	193
53	194
343	195
764	196
1726	197
41	198
581	199
463	200
17	201
3839	202
274	203
1276	204
1133	205
80	206
20	207
429	208
222	209
1117	210
583	211
165	212
3	213
450	214
1726	215
127	216
422	217
953	218
182	219
22	220
5813	221
1165	222
238	223
70	224
1726	225
6	226
1725	227
80	228
450	229
1344	230
20	231
664	232
84	233
2607	234
70	235
2204	236
2	237
407	238
828	239
3344	240
19	241
116	242
218	243
1276	244
4	245
469	246
22	247
341	248
6	249
2376	250
230	251
70	252
1681	253
146	254
822	255
598	256
92	257
22	258
45	259
204	260
100	261
1561	262
240	263
212	264
930	265
13	266
205	267
8115	268
1725	269
20	270
875	271
142	272
531	273
2525	274
134	275
384	276
22	277
31	278
7031	279
1348	280
343	281
5384	282
1	283
309	284
10	285
6	286
31	287
2877	288
11	289
9	290
6	291
3	292
32	293
5710	294
3303	295
795	296
37	297
12	298
8	299
231	300
328	301
231	302
162	303
210	304
2115	305
1288	306
231	307
231	308
480	309
201	310
750	311
7057	312
44	313
2619	314
326	315
493	316
8	317
227	318
1705	319
68	320
1005	321
210	322
2291	323
834	324
5216	325
4311	326
2259	327
134	328
111	329
1404	330
622	331
2269	332
34	333
168	334
8	335
1722	336
937	337
2498	338
75	339
670	340
1660	341
3554	342
1406	343
106	344
350	345
4598	346
36	347
28	348
1847	349
475	350
993	351
3339	352
1524	353
28	354
985	355
8	356
383	357
25	358
4898	359
913	360
3471	361
323	362
2463	363
4190	364
99	365
4063	366
20	367
846	368
1250	369
453	370
6410	371
3	372
8	373
2435	374
1757	375
1427	376
44	377
1420	378
3851	379
1849	380
2239	381
398	382
6699	383
118	384
3652	385
11	386
987	387
330	388
1864	389
293	390
636	391
88	392
2110	393
75	394
491	395
6482	396
211	397
2621	398
143	399
143	400
55	401
1571	402
82	403
307	404
