123	2366	5	20.65
101	247	1454	6135.44
103	4931	17	105.82
233	220	7	9.67
303	85	4	5.36
1764	2246	3	37.29
101	322	389	570.24
303	304	3	4.23
133	281	201	1155.47
124	5641	5	34.02
119	1068	7	13.54
307	2851	3	23.27
101	6400	4	4.8
2947	103	17	64.34
2412	110	3	5.17
2054	137	5	23.18
1164	187	13	83.27
5997	101	9	25.74
142	184	231	1174.98
191	791	6	23.52
117	1500	3	3.93
2124	160	9	62.35
3023	112	4	12.42
126	547	7	7.02
118	154	325	1045.55
5011	579	3	34.53
1276	106	10	11.37
101	12770	4	14.31
290	106	110	159.6
4725	9	20	208.08
121	1231	5	10.52
1554	15	6	33.25
101	10809	6	28.68
1192	115	4	4.63
7879	9	9	93.63
3250	106	4	7.54
101	12726	3	8
102	3195	6	7.38
107	5647	5	24.37
15	4966	4	32.97
111	2028	9	30.81
4231	222	3	23.91
459	407	5	22.79
121	1335	21	108.22
906	1059	4	34.79
9983	110	4	26.84
102	3247	9	17.56
111	2080	5	11.81
114	2807	4	12.48
16	1345	61	510.36
138	258	26	51.45
2509	2962	3	42.68
14	11269	5	31.07
103	16751	3	20.91
101	5041	10	23.25
124	1622	4	10.48
11092	12	4	16.6
12203	12	4	19.13
123	1099	5	9.77
101	4981	16	60.5
130	5954	8	69.46
335	531	3	9.99
4914	14	4	6.67
796	5766	5	70.79
7996	113	3	17.44
12	1194	39	69.86
711	13	13	47.57
1255	12	17	10.36
5238	104	3	6.01
273	114	24	11.04
4246	104	5	12.14
823	109	8	6.24
2439	136	4	17.73
935	138	4	8.24
166	1112	175	2267.15
301	188	7	10.35
340	1119	4	23.98
101	5116	7	11.52
963	14	197	1128.22
6639	12	4	9.57
174	966	3	8.52
16	1165	6	17.54
322	450	6	24.18
102	2057	17	34.14
882	9955	4	63.37
101	8953	5	13.9
105	3656	6	15.13
433	17634	3	48.75
538	298	9	45.29
193	646	9	37.71
128	628	7	9.7
3061	12	7	8.61
118	3117	3	9.77
2570	109	4	9.37
122	173	35	19.48
3619	109	3	8.15
2426	13	20	168.11
168	795	11	50.74
5473	14	7	22.39
140	1796	20	144.71
105	5574	6	23.26
952	12	38	46.06
3324	173	3	19.02
103	10415	5	29.5
15	113	434	1714.88
4935	12	6	13.68
122	125	165	181.98
1270	138	4	11.32
2222	8	12	64.32
316	14	95	31.77
2773	104	8	16.98
101	8877	4	8.8
193	766	5	17.53
206	128	38	48.41
2403	3455	25	510.49
199	1460	3	13.15
16	1478	52	434.59
894	2092	10	127.37
101	4860	9	17.61
135	3797	5	30.83
2289	12	10	11.64
185	1843	22	198.9
119	2384	3	7.71
557	199	49	354.29
8823	228	6	75.72
1349	123	12	49.75
108	8633	3	16.15
1121	12	26	24.74
101	2686	32	97.01
129	114	267	321.08
194	12	521	753.25
530	13192	4	67.15
984	149	3	6.42
5600	12	9	32.86
415	104	36	10.98
4667	12	4	5.31
2513	104	5	5.54
1373	136	39	289.65
6533	12	4	8.9
113	16927	3	28.8
2009	14	10	10.44
4639	140	8	66.77
973	128	4	5.94
107	8210	4	22.94
774	325	7	41
5489	623	6	82.38
510	453	3	12.48
434	298	3	7.32
105	5241	3	6.52
114	248	24	8.48
150	2954	9	67.94
132	2561	3	11.28
251	1	4	4.71
168	983	4	12.98
114	205	111	220.61
5327	189	4	35.12
146	181	21	17.81
2022	12	10	9.19
7572	14	7	31.56
4140	107	5	19.45
251	214	12	29.17
571	109	28	52.61
3852	111	3	9.03
105	5361	5	16.62
112	773	150	1021.65
1280	113	19	72.66
3362	14	17	60.06
818	104	14	4.74
1558	176	8	49.11
212	14	180	61.28
752	509	5	32.8
1188	8	5	8.93
202	1177	11	69.48
168	880	8	33.98
3604	162	9	78.25
242	148	17	26.01
4986	15	19	249.41
1251	103	18	24.59
3983	554	6	73.3
911	184	3	8.46
819	110	11	14.01
2035	106	5	6.13
159	158	23	23.67
4137	102	5	7.69
3076	102	10	20
4538	103	3	4.57
5141	105	10	48.86
385	120	38	103.29
2071	21	5	25.15
2904	106	5	10.04
12889	9	3	26.72
159	85	21	45.86
869	429	14	120.21
763	222	6	25.87
101	399	114	29.8
173	13624	4	52.3
9319	102	3	9.32
101	458	351	910.45
